title,author,keywords,abstarct,url,vol,year,journal
Retail Bank Interest Rate Pass-Through: Empirical Results for Taiwan,"Chung-Wei Kao, Jer-YuhWan","Interest rate pass-through, Deposit rates, Lending rates, Collusive hypothesis, Adverse customer reaction hypothesis","This research employs data published by the Taiwan Central Bank to address the degree of pass-through, immediate impact and adjustment speed of retail bank interest rates, including deposit rates and lending rates, in response to changes in the offical rate, represented by the overnight interest rate of the interbank call-loan market. The empirical evidence from linear and threshold cointegration models suggests that the pass-through from the offical rate to de-posit rates is incomplete, and that to lending rates is complete or overshooting in the long run. For both deposit rates and lending rates, the immediate impact from changes in the offical rate is less than the magnitude of long run pass-through, indicating sluggish adjustment. And the mean adjustment lag of a complete pass-through for deposit rates is less than two months. Besides, this research also examines whether interest rate rigidity is different when the offical rate is increasing or decreasing. It is concluded that both deposit rates and lending rates are more rigid when they are rising. Evidence of rigidity of deposit rates increases supports the collusive hypothesis and the rigidity of lending rates increases coincides with the hypothesis of adverse customer reaction and asymmetric information.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201403-201404300018-201404300018-45-101,44.2,2014,Taiwan Economic Forecast and Policy
Taiwan's Financial Conditions Index and Its Relation with the Macroeconomy,"Chung-Ming Kuan, Chih-Chiang Hsu, Yu-Lieh Huang, Yu-Lieh Huang","Financial conditions, Common factor, Macroeconomic activities","This paper develops a two-step approach for constructing Taiwan's financial conditions index (FCI). In the first step, by employing the Panel Analysis of Nonstationarity in Idiosyncratic and Common components (PANIC) proposed by Bai and Ng (2004), we obtain six common factors to capture the price and quantity fluctuations in the stock market, the money market and the foreign exchange market. In the second step, we construct the FCI based on these factors, with their weights determined by the method of Deutsche Bank, and find the resulting signs of these weights are consistent with the implications of macroeconomic theories. Moreover, the results of Granger causality tests and the pseudo out-of-sample experiments suggest that the FCI developed in this paper can lead the dynamics of many macroeconomic variables. This property may be helpful for improving economic forecasts.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201403-201404300018-201404300018-103-132,44.2,2014,Taiwan Economic Forecast and Policy
An Evaluation of Component Series of Business Indicators: An Application of the LARS Method,"Shu-Ling Chen, Shu-Ling Chen","Least angle regression, Business indicators, Business cycle","As an alternative to the method currently used by the Council for Economic Planning and Development (CEPD), we apply the least angle regression (LARS) method proposed by Efron et al. (2004) to select the macroeconomic series used to construct composite business indicators. We use a two-step approach. First, we obtain 103 macroeconomic series and assign each of them to one of three subgroups-leading, coincident and lagging-based on their ability to predict the reference cycle series. Second, within each subgroup, we rank the assigned series based on their ability to predict the reference cycle series and construct a composite business indicator based on these rankings. Our results suggest that the macroeconomic series selected via the LARS method tend to agree with those currently used by the CEPD. However, the power of the selected macroeconomic series to predict reference cycle series varies with the size of the sample selected. Moreover, the composite leading indicator constructed from the macroeconomic series selected via the LARS method predicts turning points of the business cycle more effectively than the existing CEPD leading indicator.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201403-201404300018-201404300018-133-170,44.2,2014,Taiwan Economic Forecast and Policy
A Study on the Value of the Contribution in Old-Age Benefits of Labor Insurance,Joan C. Lo,"Labor insurance, Old-age benefits, Contribution's value","The potential liability of Taiwan's Labor Insurance (LI) program has reached NT$7.3 trillion, so it is imperative to generate more funding and reduce outlays. This study aims to investigate the contribution's value-the ratio of the present value of the benefits and the contributions, by utilizing the database of the insured and old-age benefit claims of the LI.In general, each dollar of the contribution is worth 2.3 dollars in the old benefit scheme. It is worth 5.3 to 6.1 dollars in the new benefit scheme, depending on the discount rate used. If the government subsidy is excluded, each dollar of the contribution of the insurees is worth 3.7 dollars in the old scheme; it is worth 8.3 to 9.6 dollars in the new scheme. The contribution's value is way too high for the system to be sustainable. Extending the benefit base to cover more past earnings, together with the redistribution feature in the reform proposal can lower the benefit 2% per annum, which amounts to 17.4% in 10 years.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201310-201311110045-201311110045-1-25,44.1,2013,Taiwan Economic Forecast and Policy
An Economy-Wide Analysis of Impacts on Taiwan's Labor Market and Income Distribution of Taiwan-China Economic Cooperation Framework Agreement (ECFA),"Kuo-Jung Lin, Sheng-Ming Hsu, Shih-Hsun Hsu","Economic cooperation framework agreement (ECFA), Computable general equilibrium (CGE) model, Labor demand, Income inequality","This study uses both the multi-regional and single-country computable general equilibrium (CGE) models and the social accounting matrix (SAM) database to provide an economy-wide analysis of the impacts of the cross-strait Economic Cooperation Framework Agreement (ECFA) on Taiwan's labor demand and income distribution, under the formation of the ”ASEAN plus China, ASEAN plus Japan, ASEAN plus Republic of Korea” regional trade agreements (RTAs). Simulation result show that, if the ECFA ”Early Harvest Program” is implemented, the amount of overall labor demand is expected to increase by 33,000 jobs (+0.319%); if a comprehensive trade liberalization of industrial products according to ECFA is put into force, the overall labor demand will increase by 119,000 jobs (+1.214%). Overall, ECFA will benefit all levels of household income. However, the biggest beneficiaries of cross-strait trade liberalization are the highest income group families. The Gini's coefficient increases with the greater market openness, indicating that the trade liberalization will worsen the economic inequality problem in Taiwan.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201310-201311110045-201311110045-27-80,44.1,2013,Taiwan Economic Forecast and Policy
"Evaluating the Foreign Trade Forecasts for Taiwan Produced by CIER, DGBAS and IEAS","Ta-Sheng Chou, Chien-Fu Lin, Eric S. Lin","Trade forecasts, Forecast evaluation, Usefulness tests of forecasts","The trade forecast for Taiwan conducted by the Chung-Hua Institution for Economic Research (CIER), the Directorate-General of Budget, Accounting and Statistics (DGBAS), and the Institute of Economics, Academia Sinica (lEAS) has received considerable attention from decision makers in the private and public sectors. We evaluate the forecasting performance of the three institutions in terms of the conventional criteria and the usefulness tests recently developed by Lin et al. (2011). More specifically, we analyze the samples for the annual and quarterly projections released by CIER, DGBAS and IEAS from 1996 to 2010. Our findings are as follows. First, the directional accuracy statistics show that the one-year-ahead annual projections are generally well produced. Second, Ashley's usefulness statistics indicate that the current-quarter forecasts released by those institutions perform the best. In addition, based on the tests for usefulness (Lin et al., 2011), the annual forecasts have also done a good job. Overall, the current year forecasts (prepared in the middle of the same year) produced by DGBAS and the next-year forecasts (prepared at the end of each year) produced by IEAS perform the best. Meanwhile, the current-year forecasts for the changes in trade between Taiwan and specific countries produced by CIER also provide useful information.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201310-201311110045-201311110045-81-132,44.1,2013,Taiwan Economic Forecast and Policy
Agglomeration and Productivity: Firm-Level Evidence from Taiwan's Textile Industry,"Wei-Che Su, Ya-Ting Yu, Chih-Hai Yang","Agglomeration, Productivity, Textile industry","The ”New Economic Geography” theories claim that the geographical concentration can generate externalities through the advantages of knowledge spillover and specialization, thereby promoting firm productivity. This argument is widely supported in studies based on high-tech industries, while its application for traditional industries remains less examined. This paper aims to calculate the degree of agglomeration and its influences on productivity in Taiwan's textile industry. Using plant-Ievel panel data during the periods of 1997-2000 and 2002-2003, we find the textile industry has high geographic concentration. Econometric estimates show that geographic agglomeration has a positive and nonlinear relationship with firms' productivity, particularly for small firms. Moreover, R&D exhibits a significantly positive impact on productivity, suggesting that innovation remains a key factor promoting productivity for the traditional industry of textiles in Taiwan.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201310-201311110045-201311110045-133-160,44.1,2013,Taiwan Economic Forecast and Policy
A Study on the Incentives in Old-Age Benefits of Taiwan's Labor Insurance System,Joan C. Lo,"Labor insurance, Old-age benefits, Incentive mechanism, Difference-in-differences model","Using Taiwan's Labor Insurance dataset and the difference-in-differences model, this study investigates the possible incentives of utilizing the average insured monthly earnings for the period beginning 3 years prior to retirement as the basis for old-age benefit calculations. In the study, those who had retired in 2007were categorized into the experimental group, while those who were qualified to retire but had not retired for the ensuing 3 years were categorized into the control group. The results indicate that after controlling for all influential factors such as gender and years of service, the incentive displayed a positive impact. On average, it had increased the insured earnings by 10.7%. Changing the benefit calculation formula to using the average monthly amounts of the highest 60 months of insured earning would not generate much impact. Using a much longer period as the basis for benefit calculation can help to alleviate or even eliminate the incentive impact, thus removing the extra financial burden caused by the incentive mechanism embedded in the benefit calculation formula of the labor insurance system.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201303-201304240030-201304240030-1-22,43.2,2013,Taiwan Economic Forecast and Policy
Estimating Potential Output for Taiwan with Seasonally Unadjusted Data,"Jin-Lung Lin, Shin-Hui Chen","Potential GDP, Output gap, NAIRU, Seasonal unit root, Okun's law, Phillips curve","Measuring potential output and the output gap have long been an important task for conducting monetary and fiscal policies. There exist several methods for this purpose and a partial list includes the univariate detrending method, the multivariate filtering approach, and the structural VAR system approach. One common feature of all these methods is assuming the existence of a unit root for the unobserved potential GDP. While this assumption is appropriate for the cases of US and most European countries where macroeconomic data are seasonally adjusted, it does not fit the Taiwanese economy. Almost all of Taiwan's macroeconomic data are seasonally unadjusted, and the seasonal unit root as well as richer dynamics have to be embedded in the model. In this paper, we analyze the impact of seasonality on various potential output measures. To check robustness and investigate how sensitive the results are to further changes in the specification of the NAIRU and the unemployment gap, distinct classes of NAIRU and unemployment gap concept are implemented. Empirical analysis confirms the importance of seasonal behavior. Switching from a regular unit root to a seasonal unit root improves the efficiency of measuring potential GDP and output gap for Taiwan and provides more relevant information in conducting monetary and fiscal policies.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201303-201304240030-201304240030-23-49,43.2,2013,Taiwan Economic Forecast and Policy
Exchange Rate Pass-Through for Inflation and Deflation,"Po-Chun Lin, Chung-Shu Wu","Exchange rate pass-through, Deflation, Inflation, Non-linear estimation, Threshold model","This paper analyzes the impacts of inflation and deflation on exchange rate pass-through for import prices both on the aggregate and industrial levels in Taiwan. Different from existing studies that do not specify the impact of deflation, we use the threshold model to take it into account and estimate the pass-through with general and non-oil prices. The empirical results show that the relationship of pass-through and both inflation and deflation is changed after considering the deflation impacts. The pass-through of the fuel industry varies most with inflation movements. Most industries exhibit larger pass-through in deflation than in low inflation. Hence, a clearly defined deflation regime from low inflation is necessary for avoiding a biased result when analyzing the pass-through for inflation and deflation.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201303-201304240030-201304240030-51-81,43.2,2013,Taiwan Economic Forecast and Policy
The Comparison between Labor Cost and Market Location Choice in Outward Fdi: Evidence from Taiwan's Main Manufacturing Industry,"Mu-Shiue Tsai, Kuo-I Chang","FDI, Labor cost, Location choice","This paper completely examines the market factors, labor cost factors, and human capital factors which influence the location decisions of Taiwanese outward investment from 1998 to 2008. The empirical result which is based on the gravity model shows that the outward FDI of Taiwanese multinationals is generally affected by the market factors, but the impact of labor cost and human capital depends on different industries and market location factors which are relevant to different needs for relatively low-skilled workers and relatively high-skilled workers.Our empirical results, which use sensitivity analysis to find out the variance between the industry and the market, are consistent with the predictions of our initial analysis. By the implications of the Kaitz index and information from other labor factors, we show that manufacturers will particularly emphasize technical requirements when they invest in developed countries. However, manufacturers will invest in developing countries with strong considerations of their lower labor cost. Because Mainland China has both inducements of market potential and lower-cost labor, the empirical result also shows that FDI in Mainland China is notably higher than in developed and other developing countries.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201303-201304240030-201304240030-83-122,43.2,2013,Taiwan Economic Forecast and Policy
Stock Series Holiday Regressors Generated from Flow Series Holiday Regressors,"David F. Findley, Brian C. Monsell, Chieh-Tse Hou","X-12-ARIMA, X-13ARIMA-SEATS, Inventory time series, Seasonal adjustment, Holiday effects, Moving holidays, Forecasting, Easter effects, Chinese new year effects, X-12-ARIMA, X-13ARIMA-SEATS","Stock economic time series, such as end-of-month inventories, arise as the cumulative sum of monthly inflows and outflows over time, i.e., as accumulations of monthly net flows. In this article, we derive holiday regressors for stock series from cumulative sums of flow-series holiday regressors. This is similar to how stock trading day regressors have been derived. The stock holiday regressors from this approach have a very simple and appealing form when the flow regressors have standard properties. The modeling, forecasting and graphical results we present, for Easter effects in U.S. manufacturing inventories and for Chinese New Year effects in economic indicator inventory series of Taiwan, confirm the utility of this first general approach to modeling stock holiday effects. As with estimated holiday effects from flow series, we find that stock holiday effects are usually larger than trading day effects but smaller than seasonal effects.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201210-201212040009-201212040009-71-118,43.1,2012,Taiwan Economic Forecast and Policy
The Timing and Magnitude Relationships between Month-to-Month Changes and Year-to-Year Changes that Make Comparing Them Difficult,"Benoît Quenneville, David F. Findley","Business cycle, Gain and phase shift functions, Growth rates, Moving averages","When a monthly economic indicator series contracts sharply for a few months and then starts to recover, the published annual and monthly growth rates can give conflicting signals: the annual growth rate can indicate a decrease and the monthly growth rate an increase or vice versa. This is well known to the seasonal adjustment community, see, for example, Shiskin (1957). In this paper, we revisit, illustrate and then explain this potential for conflict more analytically. For example, the annual differences lag the monthly differences by five and a half months because the same-month-year-ago difference is the sum of the current and eleven preceding monthly differences, and the annual sum has a phase shift of five and a half months. Illustrative examples are followed by an elementary formal mathematical derivation using the gain and phase functions of the annual sum.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201210-201212040009-201212040009-119-138,43.1,2012,Taiwan Economic Forecast and Policy
"Seasonal Adjustment of the UK Labour Force Survey: Correcting for Effects of the Phase Shift, Moving Holidays and the 2010 Leap Week",Daniel Ayoubkhani,"RegARIMA, Seasonal adjustment, Prior adjustment, Labour force survey, RegARIMA","In the Office for National Statistics (ONS), most headline statistical outputs are seasonally adjusted to aid interpretation of movements within the time series. Seasonal adjustment aims to remove effects associated with the time of the year (for example, higher sales at Christmas) or the arrangement of the calendar (for example, Easter moving between March and April). Each of the 12 Gregorian calendar months is represented in the UK Labour Force Survey (LFS) by a four-or five-week-long survey month, and the time series must therefore be ”calendarised”, through the application of regARIMA modelling, in order to improve the quality of seasonally adjusted estimates. This process is tried and tested but, in October 2010, the UK LFS was subject to a one-week-long survey break, or ”leapweek”, in order to align its reporting periods with those of the rest of the European Union-which presented a novel problem. This article explains how LFS prior adjustments are constructed in general, and the adaptations necessary to overcome the additional complications caused by the 2010 leap week.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201210-201212040009-201212040009-139-170,43.1,2012,Taiwan Economic Forecast and Policy
Using High Frequency Data to Model Moving Holiday Effects: An Empirical Investigation of Taiwanese Monetary Aggregates,"Shuw-Miin Liou, Jin-Lung Lin, Chun-Neng Peng","Chinese new year, Holiday effect, Flow series regressor, Stock series regressor, Monetary aggregates","Chinese New Year is the most important holiday in Taiwan and strongly affects economic activities. The holiday is based upon lunar calendar and becomes a moving holiday in Gregorian calendar. We propose to use daily data to construct monthly holiday variables to distinguish the moving holiday factors from the regular seasonal components. With the availability of daily data, one is exempted free from being forced to assuming equal effect for each day within the holiday interval. We define three holiday variables: ”before”, ”during”, and ”after” the holiday effect. We analyze four monetary aggregates in Taiwan and compare the performance of three methods: no holiday variables, holiday variable without using daily data, and holiday variables using daily data. Two types of daily average holiday regressors are presented, one type modeled after flow holiday regressors and the other type modeled after stock holiday regressors. Empirical analysis confirms the importance of controlling for moving holiday effect and daily data does help improve the precision of estimating holiday effect though the margin is not large.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201210-201212040009-201212040009-171-192,43.1,2012,Taiwan Economic Forecast and Policy
Energy Price Shocks and Taiwan's Macroeconomy,"Hung-Chun Chen, Biing-Shen Kuo, Shinn-Juh Lin","Energy price, Granger causality test, Autoregressive distributed lag model","Since the 1970s, numerous studies have demonstrated that energy price changes can have a significant impact on a country's macroeconomy. However, there is no consensus regarding in what form, or by which channel can energy price changes affect the macroeconomy. In addition, economic decision makers often respond to energy price changes with a time lag due to the existence of uncertainty. This paper constructs several indicators of symmetric and asymmetric energy price changes based on the energy prices in Taiwan for the period from 1981 to 2009. We employ Granger's causality test to examine the relationship between energy price changes and related macroeconomic variables; and utilize the Autoregressive Distributed Lag (ARDL) model to estimate the long-run relation between energy price changes and the real GDP of Taiwan. Our empirical results show that energy price exhibits exogeneity relative to important macroeconomic variables; neither the energy price growth rate, nor the energy price net increase/decrease has a significant impact on real GDP, while the energy price volatility has a negative impact on the real GDP of Taiwan. Furthermore, the estimation result of the ARDL model indicates the existence of a long-term inverse relation between energy price volatility and the real GDP. These imply that, since 1981, uncertainty and sectoral shift may have been the two possible asymmetric channels through which energy price shocks affected Taiwan's output growth rate.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201203-201204230013-201204230013-3-38,42.2,2012,Taiwan Economic Forecast and Policy
"Bottleneck Sectors, Bottleneck Resources, and Economic Growth","Kao-Chao Lee, Shiou-Jiuan Lee, Shih-Mo Lin","Bottleneck sectors, Bottleneck resources, Economic growth","This study aims to explore the current and future resource utilization situation of Taiwan. We use a static resource utilization model to identify the possible bottleneck sectors and bottleneck resources for 2009 and 2015. We use the input-output tables of 1991 to 2004 to estimate the R and S values between two specific periods, which are then used in conjunction with RAS method to project input coefficients tables for 2009 and 2015. These tables, in turn, are used to develop the resource utilization and planning models. Simulation results using the static model indicate that blue-collar labor will be insufficient in 2009 and 2015. Power supply, on the other hand, will become a bottleneck resource only in 2015. For the bottleneck sectors, the Mineral sector will be a possible bottleneck sector in 2009. Therefore, the government should design suitable (import) policies to avoid these bottlenecks so as to maintain a reasonable level of economic growth.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201203-201204230013-201204230013-39-82,42.2,2012,Taiwan Economic Forecast and Policy
An Investigation on the Price Discovery of the Nt-dollar Foreign Exchange Market,"Chung-Wei Kao, Jer-Yuh Wan","Price discovery, Information share, Impulse response analysis, Variance decomposition","This paper investigates the price discovery role of two markets in the NTDollar foreign exchange market, the Taipei Forex Inc. (TFI) and the Cosmos Foreign Exchange International Co. (CFE). By applying the information sharemodel of Hasbrouck (1995) and variance decomposition and impulse response analysis of King et al. (1991), the empirical results show the price discovery role of CFE is greater than that of TFI. From the regression analysis of CFE’s information share on spread, volume and volatility, the results of regression further support that CFE plays a major price discovery role in the NT-Dollar foreign exchange market. When considering the calendar effect and the macro-announcements effect, the empirical results above can still hold.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201203-201204230013-201204230013-83-119,42.2,2012,Taiwan Economic Forecast and Policy
Measurement and Determinants of Vertical and Horizontal Intra-Industry Trade: Evidence from Taiwan's Main Manufacturing Industry,"You-Tsang Lee, Kuo-I Chang","Intra-industry trade, Fragmentation, Foreign direct investment","This study aims to investigate the intra-industry trade (IIT) development of ten manufacturing industries based on a six-digit HS code between Taiwan and six major trading partners in 1997 to 2006. The investigation conducts four types of G-L index decomposition into Vertical IIT (VIIT) index, Horizontal IIT (HIIT) index, High quality VIIT (HVIIT) index, and Low quality VIIT (LVIIT) index to measure the fragmentation of production, and further determines the correlation of ten manufacturing industries in intra-industry trade.The result shows that Taiwan has a significant increase in IIT volume with China, South Korea, Japan, and Singapore. In the recent trading, VIIT represents a great proportion compared with HIIT on IIT. LVIIT has the highest rate out of VIIT among ten manufacturing industries. However, China appears to have a higher HVIIT rate in VIIT. The study concludes that foreign direct investment (FDI) plays an important role in the development of IIT, VIIT, and HIIT.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201203-201204230013-201204230013-120-155,42.2,2012,Taiwan Economic Forecast and Policy
Human Capital Andwage Dynamics: Evidence Fromtaiwan,Fung-Mey Huang,"Human capital, Wage dynamics, Demographic transition","We examine the associations of both quantity and quality of human capital with the growth and the distribution of wages among full-time prime-age workers in Taiwan. Our results show that the annual growth rates of real wages for all demographic groups in Taiwan were substantially high before 1994, but then became negative for unskilled workers with 12 years of schooling and below since 1994 and for skilled workers with 14 years of schooling and above after 2001. The drops in labor demand outweigh the drops in labor supply of unskilled labor since 1994 are attributable to the negative growth in their wage rates. By contrast, after 2001, the rises in the labor supply of skilled workers outweigh the rises in their labor demand, which explains the decline in their wage rates. The growths of human capital both in education and working experience significantly explained the large amount of wage growth over the period of 1978-2008. The contributions of human capital to wage growth mainly come from the formal education for skilled workers, and from learning-by-doing for unskilled workers.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201110-201111150010-201111150010-1-37,42.1,2011,Taiwan Economic Forecast and Policy
Accounting for Earnings Differentials between Second-Generation Immigrants and Natives in Taiwan,"Mei Hsu, Been-Lon Chen","Wage differentials, Immigrants, Natives, Oaxaca decomposition","Most existing research on immigrants has focused on immigrants with economic motivation. This paper fills the gap by studying political immigrants to Taiwan. We compare the labor market performance between the generations of the immigrants from China to Taiwan after 1949 and natives in Taiwan. Natives are represented by Hokkien and Hakka. Three main findings are as follows. First, the status of an immigrant's father being a first-generation mainlander and/or an immigrant's mother being a native has no significant effect on earnings of adult children. Instead, the status of being a more highly educated mother affects earnings of those second-generation children significantly. Meanwhile, as compared to their immigrant counterparts, natives have higher earnings if they work in the public sector or if they have language proficiency in Mandarin. Second, different from other countries, immigrants on average have wages higher than natives in Taiwan. The wage differential can be almost fully explained by explainable factors, the productivity differential in the labor market, rather than unexplainable or ”discrimination” factors. Finally, wage differentials within a specific ethnic cohort and between immigrants and natives across cohorts are significant, but the earnings gap between immigrants and natives have shrunk for younger cohorts.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201110-201111150010-201111150010-39-74,42.1,2011,Taiwan Economic Forecast and Policy
A Study on the Demographic Composition and Wage Structure of Unemployment and Atypical Employment,Feng-Fuh Jiang,"Unemployment, Atypical employment, Conditional wage","Using the data from Taiwan's 2008 manpower utilization survey, we explore the demographic composition and wage structure of unemployment and atypical employment. The results fromHeckman's two-step estimation approach can be summarized as follows: (1) A series of demographic characteristics, such as human capital, class of worker, retirement status, sex, marital status, and industry are not only an important component of the wage rate, but also an important element in affecting the probabilities of unemployment among labor force participants as well as atypical employment among the employed. (2) Imputing the wages of the unemployed based on the two-stage estimation model shows that the conditional wages that the unemployed are expected to receive are substantially lower than those that the employees could earn. (3) Since the wage rates of atypical workers generally are not lower than those of typical workers, the reason that the total earnings of atypical workers are lower than those of typical workers can be attributed to the concealed fact that the working hours of atypicalworkers are less than those of typicalworkers, thereby indicating that there is a significant portion of atypical workers are underemployed.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201110-201111150010-201111150010-75-118,42.1,2011,Taiwan Economic Forecast and Policy
Are Children Consuming More Over Time? An Application of the National Transfer Accounts Method,An-Chi Tung,"National transfer accounts, Consumption of children, Cost of children","This study estimates the age profile of consumption patterns in 1985, 1995, and 2005 in Taiwan, using the new methodology of National Transfer Accounts, and presents new results on children's consumption. A major finding is that per capita consumption by children has increased rapidly, both absolutely and relatively by various standards, and has exceeded the increase of both prime-age adults and the elderly. The rising children consumption mainly comes from high education spending, and is increasingly supported by intra-familial transfer. These results carry important policy implications, given that the Taiwan is experiencing an extremely low fertility rate and rapid population aging on the one hand, and is pondering the implementation of more elderly welfare programs on the other. Thus the resource competition between age groups is expected to accelerate while long-term economic development may be unfavorably affected. These findings deserve further thoughts and invite deeper studies in the future.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201110-201111150010-201111150010-119-148,42.1,2011,Taiwan Economic Forecast and Policy
Examining Taiwan's Household Types and Their Functions from the Perspective of Parents' Living Arrangements,"Chao-Nan Chen, Hui-Lin Lin","Social support, Family, Household","Following Sussman's suggestion, this study aims to examine the impact of household separation on intergenerational support exchange. Living arrangements and marital status of respondent's siblings are used to classify household types. The respondents who live with their parents are referred to as ”co-residing with respondents”. The rest of the respondents are grouped as ”co-residing with respondent’s married siblings” and ”others”. The 2006 Taiwan Social Change Survey data show that about 50% of parents are living with the survey respondents. The shares of those co-residing with respondent's married siblings are 16% and 19% for fathers and mothers, respectively, while the share accounted for by ”others” is 33% for both fathers and mothers. The three types of household differ in terms of the pattern of intergenerational support exchange. Those co-residing with respondent's married siblings and ”others” provide more but receive less financial support and concern than the respondents who live with their parents. They, however, exchange less by way of household chores with parents than those living with parents. Generally speaking, children living in households separated from parents become autonomous but not isolated, or function well in providing support to parents. The differential support pattern is due to the influence of social norms, the task nature, exchange direction, and household type.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201110-201111150010-201111150010-149-174,42.1,2011,Taiwan Economic Forecast and Policy
Accounting for Taiwan's First Post-War Negative Economic Growth,Tai-Kuang Ho,"Business cycle accounting, Taiwan's 2001 recession, Intra-temporal wedges","We apply the method of business cycle accounting to Taiwan's first postwar negative economic growth in 2001. We find that labor (intra-temporal) wedge was the most important factor causing the declines in output and in labor input. Net exports wedge, which represents foreign demand shock, was the most important factor causing the declines in investment. While the foreign demand shock has received attention in the literature, the importance of labor (intra-temporal) wedge to the 2001 recession is new to the literature. These findings are robust to the specification of the technology of the prototype model and the investment adjustment costs. Furthermore, we show that the presence of working capital constraint is the most plausible friction that has generated the observed labor (intra-temporal) wedge.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201103-201104150045-201104150045-1-49,41.2,2011,Taiwan Economic Forecast and Policy
Estimating the Effects of Fiscal Policy in a Small Open Economy: The Case of Taiwan,"Li-Hua Lee, Teh-Ming Huo, Mau-Min Chu","Small open economy, Structural VAR, Sign restrictions, Fiscal policy shocks","This study applies sign restrictions to identify fiscal policy for a small open economy in the case of Taiwan. We follow methods adopted by Mountford and Uhlig (2009) and Ho and Yeh (2010) to identify aggregate supply shock, aggregate demand shock, monetary policy shock, and fiscal policy shock (including government spending shock and government revenue shock). Several main findings are summarized. Government spending shock may induce crowding-out effects in private investment in the short-term, but will increase private investment in the mid-term and long-term. Government spending shock can also raise short-term interest rates, resulting in an influx of foreign capital into domestic country and subsequently increasing the real effective exchange rate and decreasing the trade balance. Government spending shock initially has positive effects on real GDP, and then lowers real GDP due to crowding-out effects in the short-term. Once mid-term private investment is driven up by government spending, it will produce positive effects on real GDP, but this is not significant.
From the perspective of government revenue, government revenue shock has positive effects on real GDP, private consumption and private investment in the short-term, but has negative effects in the long-term.
In a closer examination, by dividing government spending into two components, government consumption spending and government investment spending, it is found that significant effects on real GDP might be generated by government consumption spending shock, but not by government investment spending.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201103-201104150045-201104150045-51-93,41.2,2011,Taiwan Economic Forecast and Policy
Are Technical Trading Rules Always Profitable in the Foreign Exchangemarket?,"Pei-Ling Chuang, Shinn-Juh Lin, Biing-Shen Kuo","Technical analysis, Intraday trading, Data snooping bias","This paper investigates whether technical trading rules, when applied to Taiwan's foreign exchange market, perform better in intraday trading and gain better performance as the intraday decision horizon is shortened. To avoid data snooping bias, we adopt the Superior Predictive Ability (SPA) test to obtain robust results. Our empirical results show that technical trading rules enjoy significant profitability for the daily trading in the NTD/USD exchange rate market. In contrast, when applied to intraday data at various frequencies, none of the technical trading rules we test are significantly profitable. Overall, on Taiwan's FX market, we did not find evidence that technical trading rules are more profitable with a shorter time horizon. Further analyses lead to two interesting findings. First of all, differential performance of technical trading rules in daily trading versus intraday trading is related to the magnitudes of price-changes of foreign exchange rates. Second, the essence of the moving average trading rule can be captured by a Markov switching model. The implication is that, if the targeted asset prices could be better fitted by a Markov switching model, traders may obtain decent profitability by adopting the moving average trading rule in their investment strategy.",https://www.airitilibrary.com/Publication/Index?DocID=17298849-201103-201104150045-201104150045-95-126,41.2,2011,Taiwan Economic Forecast and Policy
