title,author,keywords,abstract,url,vol,year,journal
Political Economy of the Chinese Stratified Welfare Regime,Hung-Jeng TSAI,"welfare regime, combined social pooling and personal accounts, new cooperative medical scheme, urban-rural coordinated development","The author argues that Chinese welfare institutional stratification has roots in developmental strategies adopted during different periods, resulting in the need for an overall political-economic analysis of the Chinese welfare system for full understanding. To maintain the advantages of Esping- Andersen’s analytical framework when applied to Chinese development, I conduct a theoretical revision of his “three worlds of welfare capitalism,” and propose a historical analysis of institutional dynamics as a crucial tool for regime classification. According to my theoretical revision, I argue that the postwar Chinese welfare regime reflects the ongoing course of state-led conservatism, with welfare institutions divided into three mutually exclusive blocks during the height of the country’s planned economy period. After the Cultural Revolution, these blocks were fragmented as individual work units and eventually lost their social protection function. Increasing wage inequality between regions and rural-urban areas has resulted in a social insurance hierarchy in which benefits are pegged to contributions. Fiscal decentralization due to economic reforms, which confines new social insurance plans to prefecture or county levels, continues to limit the effects of risk pooling. In this article I explore the development of the country’s New Cooperative Medical Scheme to see the possible change of Chinese conservative regime. While it addresses basic medical problems in rural areas, it also restricts rural workers to specific living areas in which they receive poor quality medical treatment. To successfully deal with this problem, any coordinated urban-rural development scheme requires one of two conditions: greater income for rural workers, or a major investment by the national government. Neither condition has been observed so far, therefore it appears that the Chinese welfare regime will continue according to state-led and stratified conservatism.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=78&blog_id=219,50,2012,Taiwanese Journal of Sociology
"Labor, Capital and State: Labor Conflicts in China from a Marxist Perspective",Chris King-Chi CHAN,"labor, class, conflict, china","The author uses a Marxist perspective to analyze changing patterns in migrant worker protests. While a new working class in China has emerged and recreated itself since 1978, today’s labor researchers have mostly rejected the Marxist practice of using the social relations of production as a point of departure for analysis. Instead, Chinese migrant workers’ protests under a capitalist production regime are understood as part of a citizens’ movement. In this paper the author argues that this new approach fails to adequately account for recent changes in migrant worker struggles. He advocates a return to the Marxist tradition to study worker struggle in a specific social, cultural and political context, especially in terms of analyzing the growing number of labor-capital conflicts in both foreign-owned and domestic private enterprises in China.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=78&blog_id=218,50,2012,Taiwanese Journal of Sociology
"Income Inequality Among Families with Children in Taiwan, 1980 to 2006","Yeu-Sheng Hsieh, Meng-sian Jhou, Yu-lin Chi, Ming-yi Chang","Income Inequality, Income Effect, Compositional Effect, Variance Function Regression","To explain trends in income inequality among families with children in Taiwan from 1980 to 2006, we decompose changes in income inequality to the contribution of residence urbanization, family structure, education, and age of the primary wage earner in terms of compositional effect of family changes and income effect of labor market changes. Using annual data from the Survey of Family Income and Expenditures, we applied variance function regressions to analyze mean and variance across family income inequality. Our results indicate an increase in variance of one-third from 1980 to 2006. Between-group differences among various family subgroups was found to be the major source of worsening income inequality before 2000, and both within-and between-group differences among various family subgroups were equally responsible after 2000. We found that the compositional effects of increasing labor force participation for women, educational expansion, and urbanization are suppressors of family income inequality. Identified boosters of family income inequality included the compositional effects of increasing divorce rates and both economically disadvantaged single-parent and less educated parent families, as well as income disparities in single-parent, highly educated parent, and middle-aged and elderly parent families.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=77&blog_id=470,51,2012,Taiwanese Journal of Sociology
Constructing Talking Styles in Public Deliberation: Influences of Social Relations and Social Skills,Yu-sheng LIN,"Social Relations, Social Skills, Talking Style, Consensus Conference","Deliberative democracy theorists argue that discussions involving deliberative talk not only increase decision-making quality, but also nurture participant sense of citizenship. Although these theorists have identified the benefits of deliberative talk, their explanations for why deliberations in real world tend to shift between deliberative and adversarial styles are insufficient. Existing explanations focus on the importance of creating public spheres and how such spheres encourage deliberative talk. While these explanations remind us of the importance of objective conditions for establishing ideal deliberation, they overemphasize the importance of objective conditions for objective discussions and neglect the social construction aspects of deliberation. Due to this tendency, existing research cannot explain the variation of talking styles in practical deliberations. To address this theoretical gap, I argue that public spheres are interstitial and multilayered social networks. To make such discussions possible, participants must highlight one relation and suppress other alternative relations to guide the discussion process. Using the 2004 Surrogate Motherhood Consensus Conference as a case study, I argue that the creation of, maintenance of, and shifts in talking styles in public deliberations are social constructions. When participants identify a discussion as one between friends, principles such as equality, mutual respect, reasoning, and seeking the common good are highlighted. In these scenarios, participants use a deliberative style, but when they identify a discussion as one between adversaries, self-interest protection becomes the dominant goal, and an adversarial style emerges. Underpinning relations may change due to participant interaction, resulting in a shift in talking style. I also apply the concept of social skill to articulate how participants enact and suppress social relations, thereby reshaping a discussion. I identify five social skills that are important for defining and redefining deliberation: motivation, conversational skills, cultural resonance, agenda-setting capacity, and the capacity to seize timing.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=77&blog_id=469,51,2012,Taiwanese Journal of Sociology
A Sociological Archeology of the Sacralization of the Inner-Worldly Profession: Re-Examining Martin Luther’s Beruf Concept in Weber’s The Protestant Ethic and the Spirit of Capitalism,Min-yuan HUANG,"Sacralization of the Inner-worldly Profession, Ideal-type, Beruf, Catholic-Protestant Contrast, Etymological Archeology","In The Protestant Ethic and the Spirit of Capitalism, Max Weber discussed the social effects following Martin Luther’s translation of the Holy Bible in terms of his personal style and theological interpretation. According to Weber, Luther transformed the meaning of the term Beruf, and the modification changed theological thinking in what he called the “Protestant-German area”, he further claims that even the “Catholic-Latin area” and other protestant sects were influenced by the change. In this article I discuss the specificity of this analysis and the logic behind Weber’s investigation of the development of the protestant ethic, defining this particular reasoning as a kind of “ideal typical” methodology, and observing that Luther and his translation occupied a central position in Weber’s book. I respond to two questions in this article: Does etymological archeology concerning the Beruf concept justify Weber’s main argument? And How would the theologians and the Christian civilization historians think about the “social reality” as described by Weber?",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=77&blog_id=468,51,2012,Taiwanese Journal of Sociology
"Ethnic Differences in Higher Education Attainment: Generation, Tuition Subsidies and Public Sector Employment",Nai-Teh WU,"Social Economic Status (SES), Tuition Subsidy, Public Sector Employment, Ethnic Politics, Educational Attainment, Class Mobility","Differences in educational attainment between Chinese mainlanders and native Taiwanese contributed significantly to the differences between the two groups in terms of socioeconomic status in Taiwan. For many years it was assumed by many local scholars that differences in educational attainment were largely due to tuition subsidies for the children of government employees—a sector dominated by Chinese mainlanders. This assumption was challenged by two researchers using new data on tuition subsidies gathered through a national survey. Their research however has overlooked the social change effects of economic development, and their statistical models failed to tackle the core question of whether higher educational attainment among Chinese mainlanders can be ascribed to tuition subsidies. This paper uses the same above-mentioned data to confirm the conventional wisdom: subsidies to the children of government employees contributed significantly to higher educational attainment among Chinese mainlanders prior to the period of intensive economic development in Taiwan. This advantage was significantly reduced, but not eliminated, in the later stage when college tuition was relatively affordable to the families with lower incomes. The positive correlation with parental employment in the public sector has also steadily decreased.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=76&blog_id=217,52,2013,Taiwanese Journal of Sociology
Ecology of Time: An Outline of A New Concept of Time-Sociology,Tsuo-Yu CHENG,"Ecology of Time, Temporal Demand, Temporal Power, Sociology of Time, Time","Time is admittedly one of the most important topics worth discussing in sociology. However, the gulf between the social theories of time and the empirical researches in time is a significant problem which has hindered the progress of the sociology of time for long. The theories of time are often too esoteric to contribute to empirical research or to be inspected by empirical research. The sociological empirical researches on time are therefore short of theoretical foundations all the while, so that their achievements can only give descriptions instead of critical analyses. In view of this deficiency in time-sociology, the purpose of this paper is to outline an “ecology of time” to joint the theoretical dimension of the social studies of time and the dimension of the empirical time research of sociology. The idea of the ecology of time emphasizes that time can be construed as a referential mechanism that enables social interactions to occur at a required time point by coordinating the social actions of different agents. For this reason, time is concerned with the fairness of the coordination between the social actions of different agents. The task of the ecology of time is to investigate the facts of the temporal coordination between social actions of different agents empirically and critically. Finally, this paper will also attempt to build a time-ecological model as a possible frame of the subsequent empirical time research of sociology.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=76&blog_id=216,52,2013,Taiwanese Journal of Sociology
"Licitness, Legitimatizing Illicitness and Illicitness: Pawn Transactions in Taiwan, 1945-2010",Shih-Feng HUNG,"Pawnshops, Pawn Transactions, Informal Finance, Financial Dualism","The author uses post-World War II pawn transactions in Taiwan, plus results from an historical investigation of their policy environments, to illustrate informal transaction mechanisms and transformations derived from interactions between them and Taiwan’s legal system. For many decades officials adhered to a policy aimed at preventing the sale of stolen goods in tightly controlled pawn transactions, but today they have characteristics of a formal economy as well as an informal finance system. I present evidence indicating the existence of three transaction types: those based on objects (licitness), those based on laws (Legitimatizing illicitness), and those based on violence (illicitness). The first can be analyzed as a system of lending within a formal economic domain, with transactions conducted according to the exchange values of objects, and strictly monitored by the government. The second and third are within the informal transactions domain. Transactions based on laws occupy a legal grey area in which companies link informal transactions to legal systems, thus positioning the transactions somewhere between past private sector customs and Taiwan’s current legal code in order to legitimatize informal transactions. The logic behind transactions based on violence is a penalized system that is gradually systematized, thereby marginalizing laws in the process. In this paper I discuss pawn transaction types in terms of financial dualism, informal economy as well as informal finance, in an effort to determine the current roles being played by the State and their limitations.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=76&blog_id=215,52,2013,Taiwanese Journal of Sociology
Limitations of the Impacts of Globalization: Taiwanese Attitudes Toward Growing Numbers of Economic and Marital Migrants,"Han-Pi CHANG, Chin-Fen CHANG","Marital Migration, Migrant Workers, Globalization, Social Contacts, Ethnic Prejudice","Increasing migration across borders is one result of ongoing globalization trends and affordable transportation costs. At the same time that many Taiwanese continue to go abroad for business, education, and travel, residents from other Asian countries are viewing Taiwan as an immigration destination. We used data from the 2008 Taiwan Social Change Survey to analyze attitudes toward increases in the numbers of economic and marital migrants into Taiwan, and found that Taiwanese opposition to migrants is dependent on their nationality and reason for migration. Results from seemingly unrelated regression analyses identified demographic characteristics, achieved social and economic status, and ethnic prejudice as important determinants of acceptance or rejection. We also found that the impacts of globalization (e.g., international travel, getting to know foreigners, foreign spouses) exerted non-significant or negative effects on attitudes regarding immigration. Our conclusion is that the impacts of globalization are limited, and must be examined according to local social and political contexts.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=76&blog_id=214,52,2013,Taiwanese Journal of Sociology
Parenthood Premium or Penalty？Family Life Cycles and Gender Differences Involving Within-Firm Job Authority Promotion,Feng-Bin CHANG,"Job Authority, Within-Firm Promotion, Family Life Cycle, Parenthood Premium, Event History Analysis","Job authority change researchers have tended to use cross-sectional data or to rely solely on data from one organization or industry, thereby overlooking the effects of family life cycle on gender gaps in job authority. To overcome these limitations, in this study I use job history data from the Social Stratification and Mobility in East Asia study to examine gender differences in within-firm upward mobility in Taiwan. Results indicate a fatherhood premium among males, with married male having higher probabilities of job promotions compared to single males. This probability reaches its peak when a married worker becomes a father for the first time. In contrast, female workers tend to face motherhood penalties. After entering marriage, the potential for female workers to quit their jobs increases significantly, and the probability of leaving the labor market is highest when she becomes pregnant for the first time.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=75&blog_id=212,53,2013,Taiwanese Journal of Sociology
Cultural Intimacy and Integrated Community Building: An Ethnographic Study of Local Publicity,Shaw-Wu JUNG,"Publicity, Cultural Intimacy, Integrated Community Building, Tau-Mi","The author examines the construction of the Tau-Mi “eco-village” in Puli Nantou, analyzing its emergence, operation, and transformation in terms of publicity. It is commonly assumed that recent examples of integrated community building in Taiwan are helping to establish a Habermasian public sphere. Instead, I view it as a normative and teleological discourse that presumes an increase in citizen consciousness via citizen participation. In this paper I argue that researchers need a new conceptual framework to describe actual practices in public spaces. Michael Herzfeld’s “cultural intimacy” concept is worthy of further development, since it addresses how people articulate different scales of sociality by means of inward acknowledgement of cultural habits. The community I use as the focus for this study is a place where people mostly know each other, and therefore can only develop new forms of publicity based on their experiences and understanding of their daily lives. My conclusion is that publicity reflects how people can cultivate ways to mediate communication among individuals, as well as between individuals and the collective whole. In short, cultural intimacy is a precise conceptual framework for mediating publicity.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=75&blog_id=211,53,2013,Taiwanese Journal of Sociology
From Emotional Labor to Performing Labor: An Ethnographic Study of Taipei’s “Maid Café”,"Ming-Tsung LEE, Ying-Meng LIN","Emotional Labor, Performing Labor, Maid Café, Gendered Space, ACG Fans Culture","Several Taiwanese cities are witnessing the opening of “Maid Cafes,” in which waitresses are dressed as housemaids. They have received strong criticism regarding the commodification and exploitation of female bodies, but many view them simply as commercialized ACG fan activities with no connection to gender inequality. In this paper we attempt to develop a new sociological analysis of gender and labor embedded in a fan subculture framework, based on ethnographic fieldwork conducted over a period of three years and a thick description of maid-waitress disciplinary processes and labor practices, as well as identity negotiation and daily interactions with “master- customers.” We propose a new concept of performing labor to establish a dialogue with and to supplement the well-known emotional labor concept. We argue that performing labor (a) is not only an emotional labor subtype, but also a unique form of labor generated by a combination of an emerging entertainment/service industry and postmodern urban consumerism, and (b) is based on fan culture, thereby enhancing the potential for empowering maid-waitresses to escape from the existing gender structure and to create daily tactics, group consensus, and alternative agency.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=75&blog_id=210,53,2013,Taiwanese Journal of Sociology
"Theoretical Perspectives of Social Constructionism, Critical Realism and Actor-Network Theory on Body and Society: A Case Study of Fatness／Obesity",Fei-Wen CHENG,"Fatness/Obesity, Social Constructionism, Critical Realism, Actor- Network Theory (ANT), Body/Nature Versus Society","By exploring the sociological issue of fatness/obesity, the author compares three different approaches—social constructionism, critical realism, and actor-network theory (ANT)—to analyze relationships and ontological differences between body and society. Crossley’s (2004) article, “Fat Is a Sociological Issue,” is analyzed in terms of the concept of energy ratios and ‘obesity as a social fact.’ It is argued that critical realism locates obese bodies and energy ratios as biological facts existing outside of socio-cultural contexts. In contrast, social constructionists approach obesity as a medical issue, an approach that is criticized as an example of a discourse replacing the actor. However, the realists’ approach is also criticized as ignoring the construction of scientific knowledge. Based on the ANT ontology, I argue that the concept of energy ratio should be reexamined in terms of knowledge production and heterogeneous networks. I conclude that analyses involving the three approaches provide greater space for heterogeneous knowledge and socio-political interventions.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=75&blog_id=209,53,2013,Taiwanese Journal of Sociology
Social Capital and Trust: Reflections on Data from the East Asia Social Capital Survey,Ray-May HSUNG,"Organizational Social Capital, Individual Social Capital, Trust, Social Capital Survey in East Asia","Western political scientists and sociologists have shown strong interest in causal relations among participation in voluntary associations, trust norms, and political efficacy in democratization. However, few have explored appropriate explanatory paths among these concepts in East Asian democratization processes and civil society. In this paper I use data from the 2012 Social Capital Survey in East Asia on accessed networks, participation in voluntary associations, political efficacy, and social trust. A surprising and unique phenomenon in relations among civic participation, political efficacy and social trust was observed for Taiwan compared to the other three countries (Japan, Korea and China). Participation in voluntary associations was very low, but the volume and variety of social resources embedded in accessed networks were exceptionally high. Apparently, the majority of the voting public feels incapable of influencing government performance, therefore they have very low interest in politics and very high distrust of government agencies. However, they do show concern about neighborhood issues and claim that they are willing to contribute to their society. Results from comparative and descriptive analyses of the survey indicate that Taiwan and Japan are at two opposite ends of the spectrum in terms of hierarchical structures of civic organizations. In Taiwan, organizational social capital tied to participating in voluntary associations apparently does not affect personal, institutional, or general trust, yet individual social capital embedded in accessed social networks affects both personal and general trust. In contrast, the largest percentage of participants in voluntary associations among the four countries in the survey was in Japan (>80%), creating organizational social capital serving as the basis of institutional and general trust.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=206,54,2014,Taiwanese Journal of Sociology
For the Sake of the Children？Re-Evaluating the Consequences of Parental Divorce in Taiwan,Wan-Chi CHEN,"Divorce, Marital Quality, Adolescent Mental Health, Marital Conflict","Few efforts have been made to use domestic longitudinal data or to emphasize family processes to determine whether and/or how parental divorce affects the mental health of Taiwanese adolescents. In this paper, five conclusions are offered based on a review of data from the Taiwan Education Panel Survey: (a) adolescents report higher anxiety and distress levels when their parents suffer from low marital quality, (b) for low-quality marriages, parental divorce significantly reduces adolescent levels of distress, especially compared to youth whose parents stay in their marriages, (c) the effects of parental divorce on adolescent mental health is conditional on their parents’ past marital quality, (d) in low-quality marriages, divorce does not decrease conflict levels between parents, but the negative effects of parental conflict on adolescent distress levels disappears once they decide to end their marriages, and (e) reduced father-child conflict partly explains why parental divorce benefits the well-being of children. In summary, ending low-quality marriages is beneficial to the mental health of adolescent children by removing the negative effects of parental conflict and decreasing father-child conflict frequency.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=205,54,2014,Taiwanese Journal of Sociology
Differential Labor Regime of Repressiveness: The Political Economy of Chinese Labor Law Governance in Taiwanese Factories,Chih-Peng CHENG,"Chinese Labor Law (Chinese Labor Contract Law), Global Commodity Chains, Corporate Governance, Differential Labor Regime of Repressiveness, Welfare Regime","Emphasizing relations between state and society, the author examines Chinese labor laws from a global supply chain perspective, highlighting the roles of international buyers and Taiwanese investors in their interactions with labor laws. State-driven labor laws in post-socialist China are regarded as state policies in opposition to capitalist market power. However, transnational capitalists (rather than the state and workers) unexpectedly serve as key actors influencing labor policies. Further, labor contract laws are perceived as differential situations by international buyers and local governments. By re- analyzing relations among the state, workers, and capitalists according to their positions in the current Chinese economic transition, the author introduces the concept of “differential labor regime of repressiveness” to explain how and why labor law outcomes are both differential and insufficiently regulated. These outcomes underscore the fact that a better understanding of Chinese labor policies and welfare regime are achievable if they are examined via multifarious institutional configurations.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=204,54,2014,Taiwanese Journal of Sociology
Ethnic Status Inheritance in Aboriginal-Han Marriages and Families,"Chien-Chia LIU, Ying-Hwa CHANG","Bi-Ethnic Children, Intermarriage, Indigenous Status Identification, Census","During the past two decades, the children of marriages between Han Chinese and indigenous residents of Taiwan have become increasingly flexible in terms of determining their ethnic status. Before the “Status Act for Indigenous Peoples” was passed by the Taiwan Legislative Yuan in 2001, the administrative regulations on the status identification for indigenous peoples had been revised several times, but few efforts have been made to address the impacts of the revisions before 2000 on interethnic marriages and children. Here we use paired parent-child data from the 2000 Republic of China Census to examine the effects of complex family and social contexts on these children’s ethnic status choices. Our main findings are (a) the probability of bi-ethnic children inheriting indigenous status from their mothers decreased after the implementation of more flexible administrative regulation on ethnic identification for indigenous peoples in 1991. The impacts of institutional changes are not reflected in the ethnic inheritances of children because of their parents’ reluctance and negative social atmosphere, (b) in accordance with the patriarchal custom of determining descent through the father’s family line, children born in bi-ethnic marriages are more likely to inherit indigenous status via their indigenous fathers rather than their indigenous mothers. Nevertheless, some exception can be observed if the indigenous mother are more resourceful than the Han father in a family, (c) in contrast to families living in non-aboriginal townships, inter-ethnic families residing in aboriginal townships are more likely to allow their children to inherit indigenous status due to social support and peer pressure, (d) the likelihood of inheriting indigenous status is higher in socially and economically disadvantage families. However, the effect of instrumental purpose on inheriting indigenous status is not as strong as people expected since the disadvantageous families identifies in this study are small in number, and (e) the impacts of ethnic intermarriage on ethnic cohesion and identity in elite families is deserving of further study.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=203,54,2014,Taiwanese Journal of Sociology
Does Moral Economy Have A Chance in Consumer Society？A Proposal to Reconfigure Theory Beyond the Substantive／Formal Dichotomy,Lu-Lin CHENG,"Consumption, Moral Economy, Ethics, Economic Conflict","Though theoretically charming, Bauman’s pessimistic answer to the question, “Does ethics have a chance in a world of consumers?” fails to explain widespread global conflicts that are triggered by ethical concerns of consumers. Instead, Miller and Barnett’s empirical researches, both based on the assumption that economic actors are consistently moral beyond specific contexts, support a better grasp of these phenomena. However, the liminal status between Miller’s “ordinary consumption” and Barnett’s “politicized consumption” remains under-explained, which unfortunately weakens an alternative vision of moral consumption against the neo-liberal establishment. In this paper we argue that here is exactly where moral economy could play a critical role in contemporary debates. However, to build on this potential, the standard moral economy framework requires three theoretical adjustments. This theoretical reconfiguration will also help to embed moral economy in an updated family of literature that improves its inner consistency and external validity. We end the article by demonstrating how a deductive extension of this updated framework supports moral economy to re-engage in controversies involving contemporary consumer conflicts.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=202,54,2014,Taiwanese Journal of Sociology
"The Underclass, Deficient Consumers and Flâneurs: Notes on Homeless People in Taipei",Po-Fen TAI,"Homelessness, Work, Consumption, Poverty, New Ethnography","Marx described the proletariat as surplus labor in a capitalist society, and Benjamin defined the underclass as Flâneur. In this paper I draw on ethnographic information on homeless people in the W district of Taipei to address these ideas. Homeless people (which Bauman refers to as the “new poor”) not only represent a population of individuals who are excluded from the labor market, but also consumers who cannot satisfy their individual needs and desires. In reference to the underclass, homeless people include marginalized citizens, the working poor, and people who engage in deviant behaviors—roles needed for boundary maintenance. As deficient consumers, some of the homeless people may be given work in place of relief subsidies, and thus experience degradation in collective consumption. Some become flâneurs who escape from their families and travel within their home cities. This study is an attempt to clarify how homeless people develop specific survival strategies.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=74&blog_id=201,54,2014,Taiwanese Journal of Sociology
Neo-liberal Shifts in Interventionist States: Petrochemical Policies and the Ideational Embeddedness of Technocracy in Mexico and Taiwan,Fu-Chuan HUANG,"petrochemical industry, technocracy, industrial policy, PEMEX, CPC","In the mid-1980s, both Mexico and Taiwan made changes from interventionist state to market-led growth strategies. Despite convergence in the market reform policies, divergence is noted in their economic performances. The argument is made that economic outcomes are determined by the policy principles of technocracies, which are shaped by perceptions of market ideas and development consciousness and constrained by historically specific institutions. The Mexican case shows how a neo-classical economic technocracy can prioritize market ideas, but in a manner that is heavily offset by petroleum-centered ideology. In contrast, Taiwanese engineering technocracy remains development-conscious, projecting technical knowledge to policy-making processes, and using reverse integration history as a niche for forging industrial integration. This is a likely explanation for why Taiwan’s petrochemical industry has outperformed Mexico’s.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=73&blog_id=200,55,2014,Taiwanese Journal of Sociology
International Migration Involution: The Moral Economy of Javanese Female Workers in Taiwan,I-Chun Kung,"female migrant worker, rural Java, moral economy, involution","The author analyzes determinants that promote the “involution” of rural Javanese women into transnational employment, arguing that it is informed not only by individual agency, but also by locally dominant social and economic relations. The determinants of individuals involved in movements are established at specific times and in specific places by creating situational orders within which individuals think, interact, and choose. According to this view, actors serve as embedded agents operating within material and relational structural fields. I therefore also examine the political economy of rural Java to determine how the moral obligations and moral rights of Javanese migrant women revolve around the moral economies of families, thus contributing to the involution of Javanese rural women in transnational movements. Last, I analyze how income control and income allocation priorities reveal the agency of Javanese women when challenging the moral authority of parents and husbands.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=73&blog_id=199,55,2014,Taiwanese Journal of Sociology
Segmented Labor Markets? An Investigation of Job Mobility and Wage Differences between Standard and Nonstandard Workers in Taiwan,"Jyh-Jer Roger KO, Pei-Ching CHANG","labor market segmentation, nonstandard worker, job mobility, the entrapment hypothesis, bridge hypothesis","A segmented trend is emerging in global labor markets, with a line of demarcation found between standard and nonstandard workers. In this paper we look at differences in job mobility and pay patterns between standard and nonstandard workers in Taiwan to determine if they are the sources of labor market segmentation. Two arguments regarding the consequences of nonstandard work are found in the current literature. The entrapment hypothesis argues that nonstandard work either “traps” workers in nonstandard jobs or leads to unemployment. The bridge hypothesis claims that nonstandard work provides bridges to standard jobs. We used data from the 2008-2012 Manpower Utilization Quasi-Longitudinal Survey to determine which hypothesis is prevalent in Taiwanese labor markets. Our findings support the entrapment hypothesis. Although labor market segmentation is reflected in differences in mobility and wage patterns between standard and nonstandard workers, we also found heterogeneity within the nonstandard worker group.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=73&blog_id=198,55,2014,Taiwanese Journal of Sociology
Social Participation Effects on Civic Consciousness: Voluntary Associations and Daily Contacts,Yang-Chih FU,"social participation, voluntary associations, daily contact, civil society","Recent studies indicate a steady decline in voluntary association membership in Taiwan, which may hinder civil societal development. However, these studies have paid little attention to the role of informal social interactions. Using data from the Taiwan Social Change Survey, I examine voluntary association membership trends vis-à-vis the degree of daily contacts, which I argue is a more encompassing type of social participation. Similar to joining voluntary associations, daily contacts are positively associated with the survey respondents’ political efficacy, discussion of public issues, and normative perceptions of citizens’ duties and obligations. The extent of daily contacts has remained high since the late twentieth century, although with some changing patterns. In particular, contacts with unknown others increased between 1997 and 2010, indicating more fleeting social interactions. The findings suggest a diversifying pattern of social participation that probably reflects macro-level trends in new technology, social media, and globalization.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=73&blog_id=197,55,2014,Taiwanese Journal of Sociology
How Class Distinctions Are Reproduced: Evidence from The Counselling Experiences of Male Domestic Violence Abusers,"Bo-Wei CHEN, Wen-hui Anna TANG, Hong-zen WANG","Bourdieusian feminist analysis, emotion control, male domestic violence abuser, class, gender","Based on group observations and in-depth interviews, the authors discuss how the intersection of class and gender manifests in the counseling experiences of domestically violent Taiwanese men. The authors use a Bourdieusian feminist approach to analyze how class distinctions within gender are (re)produced and the power logics underlying such distinctions. The nature of domestically violent men is inscribed with meanings of (working) class specificity for maintaining middle-class ‘purity’. In its analysis of men’s multiple and conflicting experiences, this paper contributes to research on domestically violent men by challenging the monolithic and stereotype of male abusers. It also rejects the essentialist approach to class analysis through a relational understanding of class.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=73&blog_id=196,55,2014,Taiwanese Journal of Sociology
Crafting a Sexual Self in the Middle Ground: On Bisexual Identity and Bisexuality,Su-Chiu CHEN,"Bisexuality, Sexual Identity, Epistemology of Fence, Hetero/ Homo Logic","Bisexual theorists point out that bisexuality occupies the position of a “middle ground.” This paper analyzes the social context of this so-called “middle ground” in Taiwan and explores how self-identified Taiwanese bisexuals forge their sexual identity and perform bisexuality. This article contends that: (1) gay and lesbian subcultural groups function as a significant referential in the construction of bisexual identity, driven by Giddens’ so-called reflexive project of the self in modernity, (2) the intertwined relationship of cooperation and competition between bisexuals and homosexuals in the LGBT movement in Taiwan makes the term “Tongzhi” of double meaning, becoming a more desirable identity but forging “queer” as a less desirable label, and (3) although the bisexuals interviewed for this research emphasize they are sexually attracted to either gender or neglect gender, gender still frames their bisexuality by setting up patterns of performing gender in interactions and impinging upon certain meanings of the body.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=72&blog_id=195,56,2015,Taiwanese Journal of Sociology
Cost of Childcare: A Panel Study on the Effect of Motherhood on Wages of Taiwanese Women,"Pi-Chun HSU, Haw-Jeng CHIOU","wage gap, motherhood, childcare, hierarchical linear modeling, Panel Study of Family Dynamics","The phenomenon of motherhood wage penalty exists in different women. Also, it may appear in different stages of the career of a woman. The present study employs hierarchical linear modeling to analyze 1,484 women and 7,503 observations selected from 2000-2011 Panel Study of Family Dynamics. Results show that, after controlling the effects of human capital, working condition, and family structure and family resources, a wage penalty of 1.5 and 2.1 percent per child is reported for Taiwanese women in terms of within-individual trajectory changes and between-individual comparisons, respectively. Results also reveal that human capital is the primary factor that explains motherhood wage penalty. Work characteristics and family resources also have significant effects on the wages of Taiwanese women. As regards the analysis of panel data, the findings indicate that the statistical method of hierarchical linear modeling is better than Ordinary Least-Square regression and fixed-effects regression.",https://www.tjs.org.tw/page.php?menu_id=7&blog_class2_id=72&blog_id=194,56,2015,Taiwanese Journal of Sociology
